user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,housenumber,street,city,state,zip,country
424664120,1.10047E+18,2019-02-26T18:53:32Z,ViraBurnayeva,"FLUZONE #Flu #Vaccine, p 21:
https://t.co/GrKDoVWLPY

0.5 mL dose from the multi-dose vial contains 25 mcg #Mercury
0.25 mL (infant) dose - 12.5 mcg

25 mcg/ 0.5 ml = 50,000 ppb
250X more than TOXIC HAZARD level
25000X more than EPA limit in drinking water

#LearnTheRisk #FluShot https://t.co/6tfHFl93wf",Vaccines and Homeopathy News,280,,,,FALSE,FALSE,0,0,Flu|Vaccine|Mercury|LearnTheRisk|FluShot,,vaccineshoppe.com/image.cfm?pi=f…,https://t.co/GrKDoVWLPY,https://www.vaccineshoppe.com/image.cfm?pi=fluQIV&image_type=product_pdf,http://pbs.twimg.com/media/D0Wmp4TXgAIzk2x.jpg,https://t.co/6tfHFl93wf,https://twitter.com/ViraBurnayeva/status/1100468924913778689/photo/1,photo,http://pbs.twimg.com/media/D0Wmp4TXgAIzk2x.jpg,https://t.co/6tfHFl93wf,https://twitter.com/ViraBurnayeva/status/1100468924913778689/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1100468924913778689,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.0994E+18,2019-02-23T20:05:42Z,ViraBurnayeva,"#STUDY: Vaccinating #Pregnant Women Didn't Reduce Risk for #Flu or #Pneumonia for Moms &amp; Babies

https://t.co/V9uatdEB21

#LearnTheRisk #vaccines #InformedConsent https://t.co/tymGQwGtje",Vaccines and Homeopathy News,166,,,,FALSE,FALSE,1,2,STUDY|Pregnant|Flu|Pneumonia|LearnTheRisk|vaccines|InformedConsent,,ncbi.nlm.nih.gov/pubmed/15311370,https://t.co/V9uatdEB21,https://www.ncbi.nlm.nih.gov/pubmed/15311370,http://pbs.twimg.com/media/D0HaZ0yX4AEmCyP.jpg,https://t.co/tymGQwGtje,https://twitter.com/ViraBurnayeva/status/1099399923299241985/photo/1,photo,http://pbs.twimg.com/media/D0HaZ0yX4AEmCyP.jpg,https://t.co/tymGQwGtje,https://twitter.com/ViraBurnayeva/status/1099399923299241985/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1099399923299241985,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.09741E+18,2019-02-18T08:07:50Z,ViraBurnayeva,"#STUDY in CID Jrn: #Flu Shot Induces 4.4-Fold INCREASE in Non-Flu Acute Respiratory Infections

https://t.co/NIE00ABy7v

This is a good VACCINATED vs. UNVACCINATED study where control group got real SALINE placebo, not other vaccine or vaccine adjuvant.

#LearnTheRisk #vaccines https://t.co/dtEMSQj8wk",Vaccines and Homeopathy News,278,,,,FALSE,FALSE,4,4,STUDY|Flu|LearnTheRisk|vaccines,,cid.oxfordjournals.org/content/early/…,https://t.co/NIE00ABy7v,http://cid.oxfordjournals.org/content/early/2012/03/13/cid.cis307,http://pbs.twimg.com/media/DzrGJLpX0AAC5Wx.jpg,https://t.co/dtEMSQj8wk,https://twitter.com/ViraBurnayeva/status/1097407326796087296/photo/1,photo,http://pbs.twimg.com/media/DzrGJLpX0AAC5Wx.jpg,https://t.co/dtEMSQj8wk,https://twitter.com/ViraBurnayeva/status/1097407326796087296/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1097407326796087296,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.09819E+18,2019-02-20T12:14:24Z,ViraBurnayeva,"Read FLUZONE #Flu #Vaccine package insert, p.21:
https://t.co/EoOoRXFIFl

0.5 mL dose from the multi-dose vial contains 25 mcg #Mercury, 
0.25 mL (#infant dose for 6-mon old &amp; up) - 12.5 mcg.

25 mcg/ 0.5 ml = 50,000 ppb
250X more than TOXIC HAZARD level

#LearnTheRisk #FluShot https://t.co/cczfDJ14ZC",Vaccines and Homeopathy News,282,,,,FALSE,FALSE,0,1,Flu|Vaccine|Mercury|infant|LearnTheRisk|FluShot,,fda.gov/downloads/Biol…,https://t.co/EoOoRXFIFl,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM356094.pdf,http://pbs.twimg.com/media/Dz2RwxqWwAAvu3r.jpg,https://t.co/cczfDJ14ZC,https://twitter.com/ViraBurnayeva/status/1098194154239209473/photo/1,photo,http://pbs.twimg.com/media/Dz2RwxqWwAAvu3r.jpg,https://t.co/cczfDJ14ZC,https://twitter.com/ViraBurnayeva/status/1098194154239209473/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1098194154239209473,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.09975E+18,2019-02-24T19:22:13Z,ViraBurnayeva,"Animal #STUDY: #Flu #Vaccine Enhances Colonization of STREP &amp; STAPH Bacteria

https://t.co/oCxd7PVX6j

#LearnTheRisk #vaccines https://t.co/NzAICY6Pfx",Vaccines and Homeopathy News,130,,,,FALSE,FALSE,11,7,STUDY|Flu|Vaccine|LearnTheRisk|vaccines,,mbio.asm.org/content/5/1/e0…,https://t.co/oCxd7PVX6j,http://mbio.asm.org/content/5/1/e01040-13.full,http://pbs.twimg.com/media/D0MaB2WX4AIAGdI.jpg,https://t.co/NzAICY6Pfx,https://twitter.com/ViraBurnayeva/status/1099751368305319936/photo/1,photo,http://pbs.twimg.com/media/D0MaB2WX4AIAGdI.jpg,https://t.co/NzAICY6Pfx,https://twitter.com/ViraBurnayeva/status/1099751368305319936/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1099751368305319936,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.0995E+18,2019-02-24T02:43:33Z,ViraBurnayeva,"#STUDY: #Colostrum &amp; immunomodulator Bifivir are significantly more effective than anti-flu #vaccination in the prevention of #Flu episodes

https://t.co/icqREcA5KN

#LearnTheRisk #FluShot #vaccines https://t.co/QIJ7lGaWuj",Vaccines and Homeopathy News,202,,,,FALSE,FALSE,0,1,STUDY|Colostrum|vaccination|Flu|LearnTheRisk|FluShot|vaccines,,ncbi.nlm.nih.gov/pubmed/21183886,https://t.co/icqREcA5KN,https://www.ncbi.nlm.nih.gov/pubmed/21183886,http://pbs.twimg.com/media/D0I1dnbX4AAgJET.jpg,https://t.co/QIJ7lGaWuj,https://twitter.com/ViraBurnayeva/status/1099500044665917441/photo/1,photo,http://pbs.twimg.com/media/D0I1dnbX4AAgJET.jpg,https://t.co/QIJ7lGaWuj,https://twitter.com/ViraBurnayeva/status/1099500044665917441/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1099500044665917441,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.10046E+18,2019-02-26T18:25:28Z,ViraBurnayeva,"In 2016 #CDC Acknowledged that ""Nasal Spray"" #Flu #Vaccine Did Not Work &amp; Should Not Be Used 

https://t.co/cMRKdCz07e

The data showed the effectiveness of live #FluVaccine against any flu virus was 3%. It means no protective benefit could be measured.

#VaccineFailure #vaccines https://t.co/Dy1ZT3JYeg",Vaccines and Homeopathy News,284,,,,FALSE,FALSE,2,1,CDC|Flu|Vaccine|FluVaccine|VaccineFailure|vaccines,,cdc.gov/media/releases…,https://t.co/cMRKdCz07e,http://www.cdc.gov/media/releases/2016/s0622-laiv-flu.html,http://pbs.twimg.com/media/D0WgOp1WkAE21UL.jpg,https://t.co/Dy1ZT3JYeg,https://twitter.com/ViraBurnayeva/status/1100461864469872641/photo/1,photo,http://pbs.twimg.com/media/D0WgOp1WkAE21UL.jpg,https://t.co/Dy1ZT3JYeg,https://twitter.com/ViraBurnayeva/status/1100461864469872641/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1100461864469872641,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.10023E+18,2019-02-26T03:23:21Z,ViraBurnayeva,"Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?

#STUDY:  Increased Risk of Noninfluenza Respiratory Virus Infections Associated with Receipt of Inactivated #Influenza #Vaccine

https://t.co/kYIpEjYcnf

#LearnTheRisk #VaccineSafety #FluVaccine #Flu https://t.co/54rPkQ3Las",Vaccines and Homeopathy News,278,,,,FALSE,FALSE,9,8,FluShot|STUDY|Influenza|Vaccine|LearnTheRisk|VaccineSafety|FluVaccine|Flu,,academic.oup.com/cid/article/54…,https://t.co/kYIpEjYcnf,https://academic.oup.com/cid/article/54/12/1778/455098,http://pbs.twimg.com/media/D0TRwQsWoAEZ0DF.jpg,https://t.co/54rPkQ3Las,https://twitter.com/ViraBurnayeva/status/1100234838400032769/photo/1,photo,http://pbs.twimg.com/media/D0TRwQsWoAEZ0DF.jpg,https://t.co/54rPkQ3Las,https://twitter.com/ViraBurnayeva/status/1100234838400032769/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1100234838400032769,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.09861E+18,2019-02-21T16:03:07Z,ViraBurnayeva,"Dr. Humphries, MD, nephrologist: I started questioning #vaccines after seeing kidney functions go down within 24h after the #Flu shot.

https://t.co/OvIDT4p2Ff

#LearnTheRisk",Vaccines and Homeopathy News,174,,,,FALSE,FALSE,3,0,vaccines|Flu|LearnTheRisk,,,,,http://pbs.twimg.com/ext_tw_video_thumb/783340899589697536/pu/img/JdWRR8TrcY2BURwY.jpg,https://t.co/OvIDT4p2Ff,https://twitter.com/healthyown/status/783341954499096576/photo/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/783340899589697536/pu/img/JdWRR8TrcY2BURwY.jpg,https://t.co/OvIDT4p2Ff,https://twitter.com/healthyown/status/783341954499096576/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1098614100635119617,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
424664120,1.09734E+18,2019-02-18T03:23:17Z,ViraBurnayeva,"Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?

#STUDY:  Increased Risk of Noninfluenza Respiratory Virus Infections Associated with Receipt of Inactivated #Influenza #Vaccine

https://t.co/kYIpEjYcnf

#LearnTheRisk #VaccineSafety #FluVaccine #Flu https://t.co/T5lIEmYjHI",Vaccines and Homeopathy News,278,,,,FALSE,FALSE,15,15,FluShot|STUDY|Influenza|Vaccine|LearnTheRisk|VaccineSafety|FluVaccine|Flu,,academic.oup.com/cid/article/54…,https://t.co/kYIpEjYcnf,https://academic.oup.com/cid/article/54/12/1778/455098,http://pbs.twimg.com/media/DzqFA_cXQAALk9F.jpg,https://t.co/T5lIEmYjHI,https://twitter.com/ViraBurnayeva/status/1097335717959733253/photo/1,photo,http://pbs.twimg.com/media/DzqFA_cXQAALk9F.jpg,https://t.co/T5lIEmYjHI,https://twitter.com/ViraBurnayeva/status/1097335717959733253/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ViraBurnayeva/status/1097335717959733253,LotusOak,"NoVA, USA","❦ God, please give me the grace to accept the things that I cannot change. And grant unto me the power to change the things that I cannot accept. ❦",,FALSE,6471,6852,89,11608,1121,2011-11-30T01:40:51Z,FALSE,,,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1068706554164232192/V90YWzmJ_normal.jpg,House Number Not Found,Street Not Found,Tigard,Oregon,97223,United States of America
